Full Name,Gender,Age,State,,,
Blake  Bridges,Female,36,Oregon,,,
Max  Rodgers,Female,31,Oregon,,,
Isabel  Cross,Male,26,Oregon,,,
Johanna  Boone,Male,46,California,,,
Colleen  Warren,Female,33,California,,,
Max  Rodgers,Female,42,California,,,
Sylvester  Morales,Female,35,California,,,
Lynette  Brewer,Male,44,California,,,
Edwin  Malone,Male,46,Nevada,,,
Arturo  Francis,Male,45,Nevada,,,
Billie  Chandler,Female,49,Nevada,,,
Cecilia  Manning,Female,34,Wyoming,,,
Blake  Bridges,Male,41,Wyoming,,,
Andrew  Meyer,Male,25,Oregon,,,
Herman  Williams,Female,34,California,,,
Brooke  Horton,Male,40,California,,,
Mable  Lindsey,Male,49,California,,,
Felicia  Jennings,Male,31,California,,,
Robert  Munoz,Male,37,California,,,
Edwin  Malone,Male,51,Nevada,,,
Robert  Munoz,Female,29,California,,,
Shari  Silva,Male,38,California,,,
Elbert  Klein,Female,35,California,,,
Cassandra  Franklin,Male,32,California,,,
Guillermo  Potter,Male,41,California,,,
Dan  Peterson,Male,33,California,,,
Trevor  Jones,Male,19,California,,,
Mable  Lindsey,Female,49,California,,,
Elbert  Klein,Female,30,California,,,
Rachel  Gomez,Male,49,California,,,
Edwin  Malone,Female,32,California,,,
Ruben  Nunez,Male,24,California,,,
Robert  Munoz,Male,52,Nevada,,,
Isabel  Cross,Female,59,Nevada,,,
Edwin  Malone,Male,48,Nevada,,,
Cassandra  Franklin,Male,53,Nevada,,,
Eddie  Green,Male,27,Nevada,,,
Brooke  Horton,Male,56,Nevada,,,
Elaine  Ellis,Male,27,Oregon,,,
Beth  Tucker,Male,30,California,,,
Isabel  Cross,Male,34,California,,,
Fernando  Rowe,Female,30,California,,,
Sandra  Floyd,Male,52,California,,,
Felicia  Jennings,Male,26,California,,,
Cecilia  Manning,Male,45,California,,,
Isabel  Cross,Male,31,California,,,
Christy  Olson,Male,38,California,,,
Marion  Glover,Male,55,Nevada,,,
Jaime  Pearson,Male,54,Nevada,,,
Andrew  Meyer,Male,44,Nevada,,,
Felicia  Jennings,Female,35,Wyoming,,,
Rachel  Gomez,Female,21,Oregon,,,
Felicia  Jennings,Female,31,California,,,
Rachel  Gomez,Female,39,California,,,
Robert  Munoz,Female,32,California,,,
Cecilia  Manning,Male,36,California,,,
Robert  Munoz,Female,34,California,,,
Johanna  Boone,Male,34,California,,,
Fernando  Rowe,Female,41,California,,,
Drew  Rogers,Female,29,California,,,
Kyle  Carr,Male,48,Nevada,,,
Cassandra  Franklin,Male,39,Nevada,,,
Robert  Munoz,Male,32,Nevada,,,
Brooke  Horton,Male,52,Nevada,,,
Ellen  Weaver,Female,49,Nevada,,,
Sylvester  Morales,Male,55,Nevada,,,
Cassandra  Franklin,Female,40,Wyoming,,,
Max  Rodgers,Male,39,Wyoming,,,
Rachel  Gomez,Male,43,Wyoming,,,
Bethany  Pena,Female,38,Wyoming,,,
Colleen  Warren,Female,35,Wyoming,,,
Rachel  Gomez,Female,52,Oregon,,,
Kyle  Carr,Male,29,California,,,
Lorraine  Gibson,Female,30,California,,,
Peter  Hodges,Male,44,California,,,
Peter  Hodges,Female,37,California,,,
Tracy  Reed,Male,41,California,,,
Lorraine  Gibson,Female,43,California,,,
Drew  Rogers,Female,38,California,,,
Shari  Silva,Female,38,California,,,
Patty  Thompson,Female,29,California,,,
Cassandra  Franklin,Female,50,Nevada,,,
Shari  Silva,Male,42,Nevada,,,
Cecilia  Manning,Female,28,Wyoming,,,
Della  Jensen,Male,17,Oregon,,,
Donna  Reid,Female,35,California,,,
Eric  Rose,Female,38,California,,,
Shari  Silva,Male,32,California,,,
Salvador  Bass,Male,40,California,,,
Trevor  Jones,Male,32,California,,,
Sonya  Mullins,Female,27,California,,,
Elaine  Ellis,Male,38,California,,,
Mable  Lindsey,Male,31,California,,,
Allan  Ramos,Male,51,Nevada,,,
Kyle  Carr,Male,56,Nevada,,,
Elvira  Bowman,Female,48,Nevada,,,
Trevor  Jones,Male,60,Nevada,,,
Max  Rodgers,Male,59,Nevada,,,
Shari  Silva,Male,50,Nevada,,,
Elbert  Klein,Male,51,Nevada,,,
Lee  Mack,Female,46,Wyoming,,,
Ruben  Nunez,Female,43,Wyoming,,,
Bernadette  Page,Male,29,Wyoming,,,
Lula  Daniels,Female,28,California,,,
Sonya  Mullins,Male,36,California,,,
Elvira  Bowman,Male,43,California,,,
Fernando  Rowe,Female,27,California,,,
Salvador  Bass,Female,27,California,,,
Cindy  Becker,Male,52,Nevada,,,
Tracy  Reed,Male,53,Nevada,,,
Salvador  Bass,Male,47,Nevada,,,
Mable  Lindsey,Female,53,Nevada,,,
Billie  Chandler,Female,59,Nevada,,,
Edwin  Malone,Male,59,Nevada,,,
Guillermo  Potter,Male,40,Wyoming,,,
Herman  Williams,Female,37,Oregon,,,
Ernest  Davis,Female,30,California,,,
Bobbie  Ryan,Female,37,California,,,
Arturo  Francis,Female,34,California,,,
Trevor  Jones,Male,30,California,,,
Lula  Daniels,Female,39,California,,,
Marian  Hill,Female,38,Nevada,,,
Ben  Perez,Female,43,Nevada,,,
Eddie  Green,Female,34,Wyoming,,,
Edwin  Malone,Male,34,Wyoming,,,
Mable  Lindsey,Male,23,Oregon,,,
Mable  Lindsey,Male,30,Oregon,,,
Christy  Olson,Male,39,California,,,
Isabel  Cross,Male,43,California,,,
Fernando  Rowe,Female,29,California,,,
Peter  Hodges,Male,28,California,,,
Drew  Rogers,Female,38,California,,,
Lynette  Brewer,Female,23,California,,,
Isabel  Cross,Female,36,California,,,
Max  Rodgers,Male,46,Nevada,,,
Max  Rodgers,Male,44,Nevada,,,
Lee  Mack,Male,46,Nevada,,,
Edwin  Malone,Male,60,Nevada,,,
Rachel  Gomez,Male,46,Wyoming,,,
Della  Jensen,Female,29,Wyoming,,,
Edwin  Malone,Male,31,California,,,
Robert  Munoz,Female,25,California,,,
Arturo  Francis,Male,41,California,,,
Salvador  Bass,Male,33,California,,,
Max  Rodgers,Female,43,Nevada,,,
Lynette  Brewer,Male,58,Nevada,,,
Arturo  Francis,Male,56,Nevada,,,
Dan  Peterson,Female,53,Nevada,,,
Paulette  Spencer,Male,43,Wyoming,,,
Rachel  Gomez,Female,36,California,,,
Andrew  Meyer,Male,27,California,,,
Willie  Vega,Male,27,California,,,
Trevor  Jones,Female,31,California,,,
Ellen  Weaver,Male,36,California,,,
Salvador  Bass,Male,31,California,,,
Trevor  Jones,Male,35,California,,,
Robert  Munoz,Female,32,California,,,
Christy  Olson,Male,64,Nevada,,,
Felicia  Jennings,Male,57,Nevada,,,
Marion  Glover,Male,45,Nevada,,,
Salvador  Bass,Male,57,Nevada,,,
Carla  Mccormick,Female,33,Oregon,,,
Lula  Daniels,Female,34,California,,,
Willie  Vega,Male,36,California,,,
Salvador  Bass,Female,38,California,,,
Bobbie  Ryan,Female,28,California,,,
Della  Jensen,Male,27,California,,,
Lula  Daniels,Female,26,California,,,
Max  Rodgers,Male,49,Nevada,,,
Andrew  Meyer,Male,45,Nevada,,,
Iris  Underwood,Male,43,Nevada,,,
Salvador  Bass,Male,44,Wyoming,,,
Blake  Bridges,Female,30,California,,,
Shari  Silva,Male,36,California,,,
Bethany  Pena,Male,31,California,,,
Paulette  Spencer,Male,53,Nevada,,,
Rachel  Gomez,Female,51,Nevada,,,
Mable  Lindsey,Female,38,Nevada,,,
Isabel  Cross,Female,47,Wyoming,,,
Charlie  Wood,Female,28,Oregon,,,
Salvador  Bass,Male,35,Oregon,,,
Patty  Thompson,Female,18,Oregon,,,
Cassandra  Franklin,Female,36,California,,,
Elbert  Klein,Male,23,California,,,
Brooke  Horton,Male,48,California,,,
Tiffany  May,Female,47,California,,,
Sonya  Mullins,Male,27,Wyoming,,,
Elbert  Klein,Male,43,Wyoming,,,
Max  Rodgers,Female,45,Wyoming,,,
Rachel  Gomez,Female,31,Oregon,,,
Charlie  Wood,Male,51,California,,,
Shari  Silva,Female,39,California,,,
Pauline  Beck,Male,37,California,,,
Paulette  Spencer,Male,39,California,,,
Paulette  Spencer,Male,45,California,,,
Woodrow  Colon,Male,26,California,,,
Trevor  Jones,Female,47,Wyoming,,,
Cassandra  Franklin,Female,37,Wyoming,,,
Joey  Wong,Male,33,California,,,
Cassandra  Franklin,Male,30,California,,,
Marion  Glover,Female,30,California,,,
Cassandra  Franklin,Male,26,California,,,
Ellen  Weaver,Female,25,California,,,
Cassandra  Franklin,Male,30,California,,,
Rachel  Gomez,Female,37,California,,,
Carla  Mccormick,Female,38,California,,,
Marion  Glover,Female,35,California,,,
Iris  Underwood,Male,55,Nevada,,,
Edwin  Malone,Male,50,Nevada,,,
Kyle  Carr,Female,36,Oregon,,,
Kyle  Carr,Female,36,California,,,
Arturo  Francis,Male,44,California,,,
Mable  Lindsey,Male,34,California,,,
Rachel  Gomez,Male,47,California,,,
Max  Rodgers,Female,25,California,,,
Patty  Thompson,Male,29,California,,,
Marian  Hill,Female,37,California,,,
Mable  Lindsey,Male,46,California,,,
Pauline  Beck,Female,35,California,,,
Isabel  Cross,Male,52,Nevada,,,
Elbert  Klein,Male,58,Nevada,,,
Salvador  Bass,Male,49,Wyoming,,,
Cecilia  Manning,Female,24,California,,,
Salvador  Bass,Female,39,California,,,
Charlie  Wood,Female,40,California,,,
Lorraine  Gibson,Male,48,Nevada,,,
Brooke  Horton,Male,36,Nevada,,,
Lee  Mack,Male,58,Nevada,,,
Cassandra  Franklin,Male,38,Nevada,,,
Cassandra  Franklin,Male,52,Nevada,,,
Cassandra  Franklin,Male,60,Nevada,,,
Salvador  Bass,Male,31,Nevada,,,
Nellie  Joseph,Male,56,Nevada,,,
Charlie  Wood,Male,33,Wyoming,,,
Cassandra  Franklin,Male,41,Wyoming,,,
Cassandra  Franklin,Female,38,Wyoming,,,
Della  Jensen,Female,34,Oregon,,,
Cindy  Becker,Male,43,California,,,
Drew  Rogers,Female,36,California,,,
Edwin  Malone,Female,40,California,,,
Ben  Perez,Female,43,California,,,
Della  Jensen,Male,36,California,,,
Shari  Silva,Male,33,California,,,
Max  Rodgers,Male,42,Nevada,,,
Lula  Daniels,Female,54,Nevada,,,
Sylvester  Morales,Male,64,Nevada,,,
Ellen  Weaver,Male,42,Wyoming,,,
Della  Jensen,Male,37,Wyoming,,,
Della  Jensen,Male,21,Wyoming,,,
Lynette  Brewer,Male,28,Wyoming,,,
Nellie  Joseph,Male,32,California,,,
Isabel  Cross,Female,36,California,,,
Marian  Hill,Female,47,California,,,
Elaine  Ellis,Female,40,California,,,
Max  Rodgers,Female,29,California,,,
Drew  Rogers,Female,45,Nevada,,,
Elvira  Bowman,Male,51,Nevada,,,
Della  Jensen,Male,29,Wyoming,,,
Ruben  Nunez,Female,39,Oregon,,,
Cindy  Becker,Male,40,California,,,
Marion  Glover,Female,39,California,,,
Edwin  Malone,Male,42,California,,,
Ernest  Davis,Female,37,California,,,
Johanna  Boone,Female,27,California,,,
Della  Jensen,Male,36,California,,,
Tracy  Reed,Male,33,California,,,
Paulette  Spencer,Female,39,California,,,
Herman  Williams,Female,64,Nevada,,,
Paulette  Spencer,Male,44,Nevada,,,
Marion  Glover,Female,26,Nevada,,,
Della  Jensen,Male,61,Nevada,,,
Fernando  Rowe,Male,55,Nevada,,,
Ernest  Davis,Male,29,Wyoming,,,
Elvira  Bowman,Female,32,California,,,
Robert  Munoz,Female,25,California,,,
Rachel  Gomez,Female,36,California,,,
Cassandra  Franklin,Male,26,California,,,
Carla  Mccormick,Female,28,California,,,
Max  Rodgers,Female,41,California,,,
Ellen  Weaver,Male,29,California,,,
Max  Rodgers,Male,51,Nevada,,,
Max  Rodgers,Male,55,Nevada,,,
Paulette  Spencer,Male,51,Nevada,,,
Robert  Munoz,Male,51,Nevada,,,
Robert  Munoz,Female,37,Wyoming,,,
Lance  Yates,Male,45,Wyoming,,,
Joey  Wong,Female,45,Wyoming,,,
Jenny  Garcia,Female,36,Wyoming,,,
Trevor  Jones,Female,28,Oregon,,,
Salvador  Bass,Female,28,California,,,
Iris  Underwood,Female,28,California,,,
Trevor  Jones,Male,34,California,,,
Guillermo  Potter,Male,28,California,,,
Tracy  Reed,Female,34,California,,,
Cindy  Becker,Male,23,California,,,
Max  Rodgers,Female,26,California,,,
Trevor  Jones,Male,63,Nevada,,,
Cecilia  Manning,Female,57,Nevada,,,
Ruben  Nunez,Male,64,Nevada,,,
Rachel  Gomez,Male,28,Wyoming,,,
Christy  Olson,Male,41,Wyoming,,,
Max  Rodgers,Male,40,California,,,
Carla  Mccormick,Female,41,California,,,
Jenny  Garcia,Female,44,California,,,
Rachel  Gomez,Female,31,California,,,
Woodrow  Colon,Male,24,California,,,
Trevor  Jones,Male,41,Nevada,,,
Beth  Tucker,Male,55,Nevada,,,
Bernadette  Page,Male,34,Nevada,,,
Mable  Lindsey,Female,21,Wyoming,,,
Jenny  Garcia,Male,39,Wyoming,,,
Woodrow  Colon,Male,35,California,,,
Eric  Rose,Female,18,California,,,
Ernest  Davis,Male,40,California,,,
Rachel  Gomez,Male,38,California,,,
Dan  Peterson,Male,30,California,,,
Nellie  Joseph,Female,39,California,,,
Edwin  Malone,Female,33,California,,,
Trevor  Jones,Male,40,California,,,
Patty  Thompson,Male,26,California,,,
Jenny  Garcia,Male,46,Nevada,,,
Bobbie  Ryan,Female,56,Nevada,,,
Billie  Chandler,Male,33,Nevada,,,
Salvador  Bass,Female,43,Nevada,,,
Tiffany  May,Male,35,Oregon,,,
Kyle  Carr,Female,56,California,,,
Ellen  Weaver,Male,62,Nevada,,,
Edwin  Malone,Female,47,Nevada,,,
Elvira  Bowman,Male,45,Nevada,,,
Brooke  Horton,Female,17,Oregon,,,
Eddie  Green,Female,45,California,,,
Tiffany  May,Male,39,California,,,
Willie  Vega,Female,46,California,,,
Joey  Wong,Female,42,California,,,
Ellen  Weaver,Female,27,California,,,
Sylvester  Morales,Female,56,Nevada,,,
Ivan  Adkins,Female,47,Nevada,,,
Colleen  Warren,Male,61,Nevada,,,
Colleen  Warren,Female,33,Wyoming,,,
Cassandra  Franklin,Male,29,Wyoming,,,
Robert  Munoz,Female,31,Oregon,,,
Rachel  Gomez,Female,24,Oregon,,,
Bernadette  Page,Female,30,California,,,
Brooke  Horton,Male,44,California,,,
Jaime  Pearson,Male,36,California,,,
Cassandra  Franklin,Female,34,California,,,
Allan  Ramos,Male,31,California,,,
Woodrow  Colon,Female,32,California,,,
Cecilia  Manning,Male,48,California,,,
Isabel  Cross,Female,33,California,,,
Ernest  Davis,Male,58,Nevada,,,
Christina  Fuller,Male,48,Nevada,,,
Christina  Fuller,Female,47,Nevada,,,
Max  Rodgers,Female,55,Nevada,,,
Elvira  Bowman,Female,38,Wyoming,,,
Don  Gonzales,Male,33,Wyoming,,,
Shari  Silva,Male,38,Wyoming,,,
Lula  Daniels,Female,33,Wyoming,,,
Ben  Perez,Male,37,Wyoming,,,
Cassandra  Franklin,Female,41,Oregon,,,
Felicia  Jennings,Female,52,California,,,
Eric  Rose,Male,29,California,,,
Patty  Thompson,Female,28,California,,,
Robert  Munoz,Female,43,California,,,
Cassandra  Franklin,Male,43,California,,,
Brooke  Horton,Female,41,California,,,
Brooke  Horton,Male,51,Nevada,,,
Della  Jensen,Female,44,Nevada,,,
Carla  Mccormick,Male,50,Nevada,,,
Isabel  Cross,Male,34,Nevada,,,
Edwin  Malone,Male,41,Nevada,,,
Charlie  Wood,Male,34,California,,,
Elaine  Ellis,Female,38,California,,,
Cassandra  Franklin,Male,32,California,,,
Edwin  Malone,Male,23,California,,,
Rachel  Gomez,Male,26,California,,,
Marion  Glover,Female,41,California,,,
Ruben  Nunez,Female,30,California,,,
Robert  Munoz,Female,25,California,,,
Joey  Wong,Male,34,California,,,
Donna  Reid,Male,29,California,,,
Kyle  Carr,Female,28,California,,,
Pauline  Beck,Male,36,California,,,
Christy  Olson,Male,46,California,,,
Cecilia  Manning,Male,37,California,,,
Cassandra  Franklin,Male,38,California,,,
Don  Gonzales,Female,29,California,,,
Isabel  Cross,Female,30,California,,,
Billie  Chandler,Male,30,California,,,
Cassandra  Franklin,Female,38,California,,,
Bethany  Pena,Male,47,California,,,
Rachel  Gomez,Female,60,Nevada,,,
Jaime  Pearson,Male,46,Nevada,,,
Della  Jensen,Male,61,Nevada,,,
Pauline  Beck,Female,59,Nevada,,,
Kyle  Carr,Male,43,Nevada,,,
Andrew  Meyer,Male,53,Nevada,,,
Sandra  Floyd,Male,52,Nevada,,,
Brooke  Horton,Female,35,Wyoming,,,
Paulette  Spencer,Female,33,Wyoming,,,
Rachel  Gomez,Female,18,Wyoming,,,
Colleen  Warren,Male,18,Wyoming,,,
Max  Rodgers,Female,19,Wyoming,,,
Nellie  Joseph,Female,34,Wyoming,,,
Bernadette  Page,Male,37,Wyoming,,,
Brooke  Horton,Male,44,Wyoming,,,
Shari  Silva,Male,29,Wyoming,,,
Lula  Daniels,Female,41,Wyoming,,,
Ruben  Nunez,Female,48,Wyoming,,,
Willie  Vega,Female,46,Wyoming,,,
Jaime  Pearson,Female,26,Oregon,,,
Willie  Vega,Female,30,Oregon,,,
Rachel  Gomez,Female,36,Oregon,,,
Salvador  Bass,Male,29,California,,,
Della  Jensen,Male,28,California,,,
Jaime  Pearson,Male,20,California,,,
Andrew  Meyer,Female,47,California,,,
Cecilia  Manning,Male,38,California,,,
Joey  Wong,Female,36,California,,,
Tiffany  May,Female,31,California,,,
Lorraine  Gibson,Male,50,Nevada,,,
Max  Rodgers,Male,54,Nevada,,,
Lance  Yates,Male,57,Nevada,,,
Max  Rodgers,Male,52,Nevada,,,
Eddie  Green,Female,57,Nevada,,,
Shari  Silva,Male,41,Wyoming,,,
Woodrow  Colon,Female,29,Oregon,,,
Della  Jensen,Female,28,Oregon,,,
Brooke  Horton,Male,26,California,,,
Robert  Munoz,Male,27,California,,,
Max  Rodgers,Female,37,California,,,
Guillermo  Potter,Female,47,California,,,
Cassandra  Franklin,Male,34,California,,,
Colleen  Warren,Male,51,Nevada,,,
Felicia  Jennings,Male,52,Nevada,,,
Ivan  Adkins,Female,49,Nevada,,,
Rachel  Gomez,Female,36,Nevada,,,
Shari  Silva,Female,37,Wyoming,,,
Elbert  Klein,Female,36,Wyoming,,,
Joey  Wong,Female,23,Oregon,,,
Cassandra  Franklin,Male,34,California,,,
Brooke  Horton,Male,31,California,,,
Nellie  Joseph,Male,28,California,,,
Della  Jensen,Female,29,California,,,
Ruben  Nunez,Female,28,California,,,
Jenny  Garcia,Male,28,California,,,
Della  Jensen,Male,28,California,,,
Elbert  Klein,Female,39,California,,,
Eddie  Green,Female,40,California,,,
Mable  Lindsey,Male,42,Nevada,,,
Christy  Olson,Female,53,Nevada,,,
Ruben  Nunez,Male,35,Wyoming,,,
Sandra  Floyd,Male,27,Oregon,,,
Beth  Tucker,Female,37,Oregon,,,
Lula  Daniels,Male,36,California,,,
Max  Rodgers,Male,44,California,,,
Ruben  Nunez,Male,25,California,,,
Trevor  Jones,Male,39,California,,,
Drew  Rogers,Male,27,California,,,
Felicia  Jennings,Male,34,California,,,
Lorraine  Gibson,Female,41,California,,,
Don  Gonzales,Female,29,California,,,
Christy  Olson,Female,38,California,,,
Herman  Williams,Male,33,California,,,
Dan  Peterson,Male,35,California,,,
Tracy  Reed,Female,54,Nevada,,,
Salvador  Bass,Female,47,Nevada,,,
Beth  Tucker,Female,54,Nevada,,,
Ellen  Weaver,Male,33,Nevada,,,
Elbert  Klein,Male,53,Nevada,,,
Rachel  Gomez,Male,36,Wyoming,,,
Woodrow  Colon,Male,39,Wyoming,,,
Isabel  Cross,Female,32,Oregon,,,
Trevor  Jones,Female,35,Oregon,,,
Cecilia  Manning,Female,25,Oregon,,,
Cindy  Becker,Male,35,Oregon,,,
Salvador  Bass,Male,33,Oregon,,,
Jenny  Garcia,Male,38,California,,,
Robert  Munoz,Male,27,California,,,
Elbert  Klein,Female,29,California,,,
Cindy  Becker,Female,38,California,,,
Max  Rodgers,Female,34,California,,,
Edwin  Malone,Male,35,California,,,
Don  Gonzales,Male,34,California,,,
Nellie  Joseph,Male,62,Nevada,,,
Rachel  Gomez,Male,47,Nevada,,,
Trevor  Jones,Female,59,Nevada,,,
Max  Rodgers,Female,52,Nevada,,,
Paulette  Spencer,Male,29,Wyoming,,,
Paulette  Spencer,Female,34,California,,,
Sandra  Floyd,Female,36,California,,,
Nellie  Joseph,Male,27,California,,,
Max  Rodgers,Female,37,California,,,
Charlie  Wood,Female,41,California,,,
Shari  Silva,Male,58,Nevada,,,
Trevor  Jones,Male,53,Nevada,,,
Charlie  Wood,Male,24,Nevada,,,
Max  Rodgers,Female,38,Wyoming,,,
Rachel  Gomez,Female,34,Wyoming,,,
Sonya  Mullins,Female,32,Wyoming,,,
Iris  Underwood,Female,29,Wyoming,,,
Salvador  Bass,Male,33,Wyoming,,,
Elvira  Bowman,Male,35,Wyoming,,,
Cindy  Becker,Female,45,Oregon,,,
Jenny  Garcia,Female,30,California,,,
Jenny  Garcia,Female,31,California,,,
Max  Rodgers,Female,29,California,,,
Herman  Williams,Male,33,California,,,
Salvador  Bass,Female,32,California,,,
Tiffany  May,Male,30,California,,,
Trevor  Jones,Male,31,California,,,
Iris  Underwood,Male,33,California,,,
Isabel  Cross,Female,30,California,,,
Edwin  Malone,Female,27,Wyoming,,,
Isabel  Cross,Female,30,Wyoming,,,
Elvira  Bowman,Female,47,Wyoming,,,
Salvador  Bass,Male,57,Wyoming,,,
Willie  Vega,Female,35,California,,,
Brooke  Horton,Male,40,California,,,
Jenny  Garcia,Male,26,California,,,
Mable  Lindsey,Male,35,California,,,
Jaime  Pearson,Female,36,California,,,
Herman  Williams,Female,28,California,,,
Drew  Rogers,Female,36,California,,,
Don  Gonzales,Male,40,Nevada,,,
Sylvester  Morales,Male,48,Nevada,,,
Rachel  Gomez,Female,48,Nevada,,,
Joey  Wong,Male,59,Nevada,,,
Shari  Silva,Male,55,Nevada,,,
Max  Rodgers,Male,46,Nevada,,,
Isabel  Cross,Male,23,Wyoming,,,
Della  Jensen,Female,26,Wyoming,,,
Cassandra  Franklin,Male,42,Wyoming,,,
Patty  Thompson,Male,40,California,,,
Nellie  Joseph,Male,46,California,,,
Ernest  Davis,Female,41,California,,,
Herman  Williams,Female,31,California,,,
Don  Gonzales,Female,37,California,,,
Salvador  Bass,Male,36,California,,,
Joey  Wong,Female,44,California,,,
Peter  Hodges,Male,19,California,,,
Sandra  Floyd,Male,25,California,,,
Edwin  Malone,Female,44,Nevada,,,
Tracy  Reed,Male,32,Wyoming,,,
Carla  Mccormick,Female,34,Wyoming,,,
Mable  Lindsey,Male,40,California,,,
Felicia  Jennings,Female,33,California,,,
Max  Rodgers,Female,34,California,,,
Woodrow  Colon,Female,62,Nevada,,,
Marion  Glover,Male,47,Nevada,,,
Paulette  Spencer,Male,41,Nevada,,,
Joey  Wong,Female,35,Wyoming,,,
Della  Jensen,Female,34,California,,,
Pauline  Beck,Female,39,California,,,
Mable  Lindsey,Male,33,California,,,
Elbert  Klein,Male,36,California,,,
Mable  Lindsey,Male,32,California,,,
Bernadette  Page,Female,24,California,,,
Joey  Wong,Male,50,Nevada,,,
Sandra  Floyd,Male,50,Nevada,,,
Shari  Silva,Male,60,Nevada,,,
Don  Gonzales,Male,43,Nevada,,,
Herman  Williams,Female,50,Nevada,,,
Mable  Lindsey,Female,59,Nevada,,,
Marian  Hill,Female,28,Oregon,,,
Isabel  Cross,Male,43,California,,,
Salvador  Bass,Male,33,California,,,
Johanna  Boone,Female,36,California,,,
Drew  Rogers,Female,38,California,,,
Della  Jensen,Female,55,Nevada,,,
Elaine  Ellis,Female,49,Nevada,,,
Bobbie  Ryan,Female,33,Wyoming,,,
Joey  Wong,Male,23,California,,,
Fernando  Rowe,Female,24,California,,,
Della  Jensen,Male,37,California,,,
Ellen  Weaver,Male,22,California,,,
Ruben  Nunez,Male,32,California,,,
Salvador  Bass,Female,29,California,,,
Bobbie  Ryan,Male,39,California,,,
Paulette  Spencer,Female,31,California,,,
Shari  Silva,Male,33,California,,,
Max  Rodgers,Female,44,California,,,
Drew  Rogers,Female,57,Nevada,,,
Eric  Rose,Female,31,Wyoming,,,
Sandra  Floyd,Male,41,Wyoming,,,
Robert  Munoz,Female,32,Oregon,,,
Elbert  Klein,Female,35,California,,,
Robert  Munoz,Female,37,California,,,
Sylvester  Morales,Male,38,California,,,
Sandra  Floyd,Female,21,California,,,
Lee  Mack,Male,37,California,,,
Arturo  Francis,Male,33,California,,,
Jenny  Garcia,Male,61,Nevada,,,
Della  Jensen,Male,52,Nevada,,,
Drew  Rogers,Female,49,Nevada,,,
Billie  Chandler,Male,34,Nevada,,,
Johanna  Boone,Female,42,Nevada,,,
Salvador  Bass,Male,21,Oregon,,,
Cassandra  Franklin,Male,31,California,,,
Johanna  Boone,Female,41,California,,,
Lee  Mack,Male,50,California,,,
Max  Rodgers,Male,36,California,,,
Lee  Mack,Female,23,California,,,
Herman  Williams,Male,41,California,,,
Cassandra  Franklin,Male,40,California,,,
Trevor  Jones,Female,37,California,,,
Elaine  Ellis,Male,31,California,,,
Blake  Bridges,Male,29,California,,,
Rachel  Gomez,Male,37,Nevada,,,
Rachel  Gomez,Male,54,Nevada,,,
Isabel  Cross,Female,33,Wyoming,,,
Cecilia  Manning,Female,43,Wyoming,,,
Rachel  Gomez,Female,35,Wyoming,,,
Blake  Bridges,Female,41,Wyoming,,,
Joey  Wong,Female,24,Wyoming,,,
Marian  Hill,Male,33,Oregon,,,
Christy  Olson,Female,41,California,,,
Eric  Rose,Male,39,California,,,
Christy  Olson,Female,31,California,,,
Jaime  Pearson,Male,34,California,,,
Peter  Hodges,Male,48,California,,,
Elbert  Klein,Male,53,Nevada,,,
Lee  Mack,Male,42,Nevada,,,
Rachel  Gomez,Male,37,California,,,
Donna  Reid,Male,37,California,,,
Drew  Rogers,Male,31,California,,,
Mable  Lindsey,Male,38,California,,,
Patty  Thompson,Male,35,California,,,
Pauline  Beck,Male,34,California,,,
Tracy  Reed,Male,36,California,,,
Ruben  Nunez,Female,39,California,,,
Rachel  Gomez,Male,41,California,,,
Cassandra  Franklin,Female,56,Nevada,,,
Christy  Olson,Male,43,Nevada,,,
Isabel  Cross,Male,45,Nevada,,,
Elvira  Bowman,Male,54,Nevada,,,
Ellen  Weaver,Male,28,Wyoming,,,
Billie  Chandler,Male,33,Wyoming,,,
Christy  Olson,Male,29,Oregon,,,
Johanna  Boone,Female,39,Oregon,,,
Marion  Glover,Male,26,California,,,
Brooke  Horton,Male,26,California,,,
Sylvester  Morales,Female,39,California,,,
Cindy  Becker,Male,34,California,,,
Lula  Daniels,Male,41,California,,,
Cassandra  Franklin,Male,27,California,,,
Edwin  Malone,Female,35,California,,,
Herman  Williams,Female,48,Nevada,,,
Bethany  Pena,Male,51,Nevada,,,
Sonya  Mullins,Female,45,Nevada,,,
Lee  Mack,Male,60,Nevada,,,
Salvador  Bass,Male,63,Nevada,,,
Elaine  Ellis,Male,45,Nevada,,,
Robert  Munoz,Male,45,Nevada,,,
Max  Rodgers,Male,41,Wyoming,,,
Kyle  Carr,Female,42,California,,,
Austin  Reynolds,Female,30,California,,,
Donna  Reid,Male,26,California,,,
Pauline  Beck,Male,39,California,,,
Lee  Mack,Female,43,California,,,
Colleen  Warren,Female,30,California,,,
Brooke  Horton,Female,40,California,,,
Felicia  Jennings,Female,28,California,,,
Jenny  Garcia,Female,49,California,,,
Della  Jensen,Male,27,California,,,
Shari  Silva,Male,51,Nevada,,,
Eddie  Green,Female,49,Nevada,,,
Della  Jensen,Male,52,Nevada,,,
Robert  Munoz,Male,50,Nevada,,,
Herman  Williams,Female,53,Nevada,,,
Joey  Wong,Female,19,Wyoming,,,
Willie  Vega,Male,18,Oregon,,,
